,type,gene,strand,start,end,gene gc%,locus_tag
1688,CDS,['yetN'],-1,791461,792532,48.739495798319325,BSU_07240
1689,gene,['cypD'],1,792681,795867,50.81607030759573,BSU_07250
1690,CDS,['cypD'],1,792681,795867,50.81607030759573,BSU_07250
1691,gene,['ltaSA'],1,796313,798233,41.770833333333336,BSU_07260
1692,CDS,['ltaSA'],1,796313,798233,41.770833333333336,BSU_07260
1693,gene,['spmH'],1,798468,799233,45.490196078431374,BSU_07270
1694,CDS,['spmH'],1,798468,799233,45.490196078431374,BSU_07270
1695,gene,['spmG'],1,799239,800208,46.33642930856553,BSU_07280
1696,CDS,['spmG'],1,799239,800208,46.33642930856553,BSU_07280
1697,gene,['yfnF'],1,800231,801143,45.614035087719294,BSU_07290
1698,CDS,['yfnF'],1,800231,801143,45.614035087719294,BSU_07290
1700,CDS,['yfnE'],1,801171,802350,44.95335029686175,BSU_07300
1699,gene,['yfnE'],1,801171,802350,44.95335029686175,BSU_07300
1701,gene,['yfnD'],1,802350,803286,43.48290598290598,BSU_07310
1702,CDS,['yfnD'],1,802350,803286,43.48290598290598,BSU_07310
1703,gene,['yfnC'],-1,803316,804546,52.76422764227642,BSU_07320
1704,CDS,['yfnC'],-1,803316,804546,52.76422764227642,BSU_07320
1705,gene,['pynN'],-1,804656,805364,43.22033898305085,BSU_07330
1706,CDS,['pynN'],-1,804656,805364,43.22033898305085,BSU_07330
1707,gene,['mtrA'],-1,805455,806841,49.134199134199136,BSU_07340
1708,CDS,['mtrA'],-1,805455,806841,49.134199134199136,BSU_07340
1709,gene,['vdhT'],1,807090,808548,47.80521262002744,BSU_07350
1710,CDS,['vdhT'],1,807090,808548,47.80521262002744,BSU_07350
1711,gene,['yfmS'],1,808561,809422,48.43205574912892,BSU_07360
1712,CDS,['yfmS'],1,808561,809422,48.43205574912892,BSU_07360
1713,gene,['ettA'],1,809556,811446,48.67724867724868,BSU_07370
1714,CDS,['ettA'],1,809556,811446,48.67724867724868,BSU_07370
1716,CDS,['yfmQ'],1,811568,812015,44.29530201342282,BSU_07380
1715,gene,['yfmQ'],1,811568,812015,44.29530201342282,BSU_07380
1717,gene,['copP'],1,812139,812562,46.808510638297875,BSU_07390
1718,CDS,['copP'],1,812139,812562,46.808510638297875,BSU_07390
1719,gene,['copO'],1,812627,813818,50.20990764063812,BSU_07400
1720,CDS,['copO'],1,812627,813818,50.20990764063812,BSU_07400
1721,gene,['yfmN'],1,814108,814264,42.30769230769231,BSU_07410
1722,CDS,['yfmN'],1,814108,814264,42.30769230769231,BSU_07410
1724,CDS,['ettM'],-1,814383,815940,48.23378291586384,BSU_07420
1723,gene,['ettM'],-1,814383,815940,48.23378291586384,BSU_07420
1725,gene,['yfmL'],1,816112,817243,49.248452696728556,BSU_07430
1726,CDS,['yfmL'],1,816112,817243,49.248452696728556,BSU_07430
1727,gene,['yfmK'],1,817310,817757,44.29530201342282,BSU_07440
1728,CDS,['yfmK'],1,817310,817757,44.29530201342282,BSU_07440
1729,gene,['yfmJ'],-1,817809,818829,48.627450980392155,BSU_07450
1730,CDS,['yfmJ'],-1,817809,818829,48.627450980392155,BSU_07450
1731,gene,['yfmI'],-1,819310,820531,30.630630630630627,BSU_07460
1732,CDS,['yfmI'],-1,819310,820531,30.630630630630627,BSU_07460
1734,CDS,['yfmG'],1,820866,822330,32.650273224043715,BSU_07480
1733,gene,['yfmG'],1,820866,822330,32.650273224043715,BSU_07480
1735,gene,['fecF'],-1,822902,823703,49.063670411985015,BSU_07490
1736,CDS,['fecF'],-1,822902,823703,49.063670411985015,BSU_07490
1737,gene,['fecE'],-1,823715,824717,49.30139720558882,BSU_07500
1738,CDS,['fecE'],-1,823715,824717,49.30139720558882,BSU_07500
1739,gene,['fecD'],-1,824713,825715,49.101796407185624,BSU_07510
1740,CDS,['fecD'],-1,824713,825715,49.101796407185624,BSU_07510
1742,CDS,['fecC'],-1,825786,826734,43.67088607594937,BSU_07520
1741,gene,['fecC'],-1,825786,826734,43.67088607594937,BSU_07520
1743,gene,['yfmB'],-1,826842,827211,40.65040650406504,BSU_07530
1744,CDS,['yfmB'],-1,826842,827211,40.65040650406504,BSU_07530
1745,gene,['yflT'],1,827454,827802,42.241379310344826,BSU_07550
1746,CDS,['yflT'],1,827454,827802,42.241379310344826,BSU_07550
1747,gene,['pelA'],1,827992,829255,46.39746634996041,BSU_07560
1748,CDS,['pelA'],1,827992,829255,46.39746634996041,BSU_07560
1749,gene,['maeS'],1,829381,830818,45.99860821155185,BSU_07570
1750,CDS,['maeS'],1,829381,830818,45.99860821155185,BSU_07570
1752,CDS,['citS'],1,830944,832573,47.575199508901164,BSU_07580
1751,gene,['citS'],1,830944,832573,47.575199508901164,BSU_07580
1753,gene,['citT'],1,832544,833225,48.01762114537445,BSU_07590
1754,CDS,['citT'],1,832544,833225,48.01762114537445,BSU_07590
1755,gene,['yflP'],1,833227,834187,46.875,BSU_07600
1756,CDS,['yflP'],1,833227,834187,46.875,BSU_07600
1757,gene,['citM'],1,834382,835684,48.15668202764977,BSU_07610
1758,CDS,['citM'],1,834382,835684,48.15668202764977,BSU_07610
1759,gene,['yflN'],1,835739,836534,51.19496855345912,BSU_07620
1760,CDS,['yflN'],1,835739,836534,51.19496855345912,BSU_07620
1761,gene,['nosA'],1,836652,837744,49.81684981684982,BSU_07630
1762,CDS,['nosA'],1,836652,837744,49.81684981684982,BSU_07630
1763,gene,['acyP'],-1,837734,838010,48.188405797101446,BSU_07640
1764,CDS,['acyP'],-1,837734,838010,48.188405797101446,BSU_07640
1765,gene,['yflK'],1,838076,838742,50.9009009009009,BSU_07650
1766,CDS,['yflK'],1,838076,838742,50.9009009009009,BSU_07650
1767,gene,['yflJ'],-1,838782,838920,39.130434782608695,BSU_07660
1768,CDS,['yflJ'],-1,838782,838920,39.130434782608695,BSU_07660
1770,CDS,['yflI'],-1,839076,839232,37.17948717948718,BSU_07670
1769,gene,['yflI'],-1,839076,839232,37.17948717948718,BSU_07670
1771,gene,['yflH'],-1,839338,839653,41.58730158730159,BSU_07680
1772,CDS,['yflH'],-1,839338,839653,41.58730158730159,BSU_07680
1773,gene,['mapB'],-1,839734,840484,48.13333333333333,BSU_07690
1774,CDS,['mapB'],-1,839734,840484,48.13333333333333,BSU_07690
1775,gene,['nagP'],1,840655,842014,47.24061810154526,BSU_07700
1776,CDS,['nagP'],1,840655,842014,47.24061810154526,BSU_07700
1778,CDS,['ltaSB'],-1,842046,843996,42.1025641025641,BSU_07710
1777,gene,['ltaSB'],-1,842046,843996,42.1025641025641,BSU_07710
1779,gene,['yflD'],1,844096,844234,32.608695652173914,BSU_07720
1780,CDS,['yflD'],1,844096,844234,32.608695652173914,BSU_07720
1781,gene,['yflB'],1,844252,844645,45.29262086513995,BSU_07735
1782,CDS,['yflB'],1,844252,844645,45.29262086513995,BSU_07735
1783,gene,['yflA'],1,844769,846185,46.75141242937853,BSU_07750
1784,CDS,['yflA'],1,844769,846185,46.75141242937853,BSU_07750
1786,CDS,['yfkT'],-1,846181,847258,42.061281337047355,BSU_07760
1785,gene,['yfkT'],-1,846181,847258,42.061281337047355,BSU_07760
1788,CDS,['yfkS'],-1,847281,847482,41.29353233830846,BSU_07770
1787,gene,['yfkS'],-1,847281,847482,41.29353233830846,BSU_07770
1789,gene,['yfkR'],-1,847497,848652,45.8008658008658,BSU_07780
1790,CDS,['yfkR'],-1,847497,848652,45.8008658008658,BSU_07780
1791,gene,['yfkQ'],-1,848632,850174,44.74708171206226,BSU_07790
1792,CDS,['yfkQ'],-1,848632,850174,44.74708171206226,BSU_07790
1793,gene,['treP'],1,850366,851779,48.33687190375088,BSU_07800
1794,CDS,['treP'],1,850366,851779,48.33687190375088,BSU_07800
1795,gene,['treA'],1,851849,853535,45.96678529062871,BSU_07810
1796,CDS,['treA'],1,851849,853535,45.96678529062871,BSU_07810
1798,CDS,['treR'],1,853555,854272,46.582984658298464,BSU_07820
1797,gene,['treR'],1,853555,854272,46.582984658298464,BSU_07820
1799,gene,['hypO'],1,854411,855077,44.44444444444444,BSU_07830
1800,CDS,['hypO'],1,854411,855077,44.44444444444444,BSU_07830
1801,gene,['yfkN'],-1,855113,859502,46.889952153110045,BSU_07840
1802,CDS,['yfkN'],-1,855113,859502,46.889952153110045,BSU_07840
1803,gene,['sufLB'],1,859744,860263,47.01348747591522,BSU_07850
1804,CDS,['sufLB'],1,859744,860263,47.01348747591522,BSU_07850
1806,CDS,['yfkL'],-1,860302,861493,45.17212426532326,BSU_07860
1805,gene,['yfkL'],-1,860302,861493,45.17212426532326,BSU_07860
1807,gene,['yfkK'],-1,861585,861801,41.2037037037037,BSU_07870
1808,CDS,['yfkK'],-1,861585,861801,41.2037037037037,BSU_07870
1809,gene,['yfkJ'],1,862003,862474,46.92144373673036,BSU_07880
1810,CDS,['yfkJ'],1,862003,862474,46.92144373673036,BSU_07880
1811,gene,['yfkI'],1,862491,862812,46.41744548286604,BSU_07890
1812,CDS,['yfkI'],1,862491,862812,46.41744548286604,BSU_07890
1813,gene,['rbn'],1,862835,863663,45.65217391304348,BSU_07900
1814,CDS,['rbn'],1,862835,863663,45.65217391304348,BSU_07900
1815,gene,['yfkF'],-1,863861,865037,49.57482993197279,BSU_07910
1816,CDS,['yfkF'],-1,863861,865037,49.57482993197279,BSU_07910
1817,gene,['chaA'],1,865204,866260,47.91666666666667,BSU_07920
1818,CDS,['chaA'],1,865204,866260,47.91666666666667,BSU_07920
1819,gene,['yfkD'],1,866330,867125,44.15094339622642,BSU_07930
1820,CDS,['yfkD'],1,866330,867125,44.15094339622642,BSU_07930
1822,CDS,['mscC'],-1,867163,868006,45.195729537366546,BSU_07940
1821,gene,['mscC'],-1,867163,868006,45.195729537366546,BSU_07940
1823,gene,['yfkA'],-1,868006,869128,48.752228163992875,BSU_07955
1824,CDS,['yfkA'],-1,868006,869128,48.752228163992875,BSU_07955
1825,gene,['yfjT'],1,869272,869458,38.17204301075269,BSU_07970
1826,CDS,['yfjT'],1,869272,869458,38.17204301075269,BSU_07970
1827,gene,['pdaA'],1,869558,870350,44.696969696969695,BSU_07980
1828,CDS,['pdaA'],1,869558,870350,44.696969696969695,BSU_07980
1830,CDS,['yfjR'],-1,870387,871248,49.825783972125436,BSU_07990
1829,gene,['yfjR'],-1,870387,871248,49.825783972125436,BSU_07990
1831,gene,['yfjQ'],-1,871346,872306,43.854166666666664,BSU_08000
1832,CDS,['yfjQ'],-1,871346,872306,43.854166666666664,BSU_08000
1833,gene,['yfjP'],1,872424,873288,49.30555555555556,BSU_08010
1834,CDS,['yfjP'],1,872424,873288,49.30555555555556,BSU_08010
1835,gene,['yfjO'],1,873401,874802,49.67880085653105,BSU_08020
1836,CDS,['yfjO'],1,873401,874802,49.67880085653105,BSU_08020
1837,gene,['yfzA'],1,875427,875694,28.08988764044944,BSU_08029
1838,CDS,['yfzA'],1,875427,875694,28.08988764044944,BSU_08029
1840,CDS,['dusC'],1,876425,877403,45.50102249488753,BSU_08030
1839,gene,['dusC'],1,876425,877403,45.50102249488753,BSU_08030
1842,CDS,['yfjM'],1,877598,878051,50.331125827814574,BSU_08040
1841,gene,['yfjM'],1,877598,878051,50.331125827814574,BSU_08040
1843,gene,['yfjL'],1,878080,878770,40.57971014492754,BSU_08050
1844,CDS,['yfjL'],1,878080,878770,40.57971014492754,BSU_08050
1845,gene,['acoA'],1,879001,880003,47.604790419161674,BSU_08060
1846,CDS,['acoA'],1,879001,880003,47.604790419161674,BSU_08060
1847,gene,['acoB'],1,880006,881035,50.437317784256564,BSU_08070
1848,CDS,['acoB'],1,880006,881035,50.437317784256564,BSU_08070
1849,gene,['acoC'],1,881048,882245,49.45697577276525,BSU_08080
1850,CDS,['acoC'],1,881048,882245,49.45697577276525,BSU_08080
1852,CDS,['acoL'],1,882265,883642,51.4161220043573,BSU_08090
1851,gene,['acoL'],1,882265,883642,51.4161220043573,BSU_08090
1853,gene,['acoR'],1,883757,885575,49.779977997799776,BSU_08100
1854,CDS,['acoR'],1,883757,885575,49.779977997799776,BSU_08100
1855,gene,['sspH'],1,885628,885808,39.44444444444444,BSU_08110
1856,CDS,['sspH'],1,885628,885808,39.44444444444444,BSU_08110
1857,gene,['yfjF'],-1,885843,886173,51.81818181818182,BSU_08120
1858,CDS,['yfjF'],-1,885843,886173,51.81818181818182,BSU_08120
1860,CDS,['yfjE'],-1,886222,886681,43.57298474945534,BSU_08130
1859,gene,['yfjE'],-1,886222,886681,43.57298474945534,BSU_08130
1861,gene,['yfjD'],-1,886774,887332,39.60573476702509,BSU_08140
1862,CDS,['yfjD'],-1,886774,887332,39.60573476702509,BSU_08140
1863,gene,['yfjC'],-1,887363,888131,42.05729166666667,BSU_08150
1864,CDS,['yfjC'],-1,887363,888131,42.05729166666667,BSU_08150
1865,gene,['yfjB'],-1,888142,889366,45.26143790849673,BSU_08160
1866,CDS,['yfjB'],-1,888142,889366,45.26143790849673,BSU_08160
1867,gene,['yfjA'],-1,889371,889686,47.3015873015873,BSU_08170
1868,CDS,['yfjA'],-1,889371,889686,47.3015873015873,BSU_08170
1869,gene,['malA'],1,890021,891371,48.0,BSU_08180
1870,CDS,['malA'],1,890021,891371,48.0,BSU_08180
1871,gene,['malR'],1,891435,892200,41.69934640522876,BSU_08190
1872,CDS,['malR'],1,891435,892200,41.69934640522876,BSU_08190
1873,gene,['malP'],1,892214,893798,47.79040404040404,BSU_08200
1874,CDS,['malP'],1,892214,893798,47.79040404040404,BSU_08200
1875,gene,['yfiB'],1,893903,895625,46.980255516840884,BSU_08210
1876,CDS,['yfiB'],1,893903,895625,46.980255516840884,BSU_08210
1878,CDS,['yfiC'],1,895618,897433,46.721763085399445,BSU_08220
1877,gene,['yfiC'],1,895618,897433,46.721763085399445,BSU_08220
1879,gene,['catD'],1,897587,897992,42.96296296296296,BSU_08230
1880,CDS,['catD'],1,897587,897992,42.96296296296296,BSU_08230
1881,gene,['catE'],1,898009,898867,50.23310023310024,BSU_08240
1882,CDS,['catE'],1,898009,898867,50.23310023310024,BSU_08240
1883,gene,['yfiF'],1,898960,899905,43.28042328042328,BSU_08250
1884,CDS,['yfiF'],1,898960,899905,43.28042328042328,BSU_08250
1886,CDS,['yfiG'],1,900079,901528,48.309178743961354,BSU_08260
1885,gene,['yfiG'],1,900079,901528,48.309178743961354,BSU_08260
1887,gene,['yfiH'],1,901554,902496,47.0276008492569,BSU_08270
1888,CDS,['yfiH'],1,901554,902496,47.0276008492569,BSU_08270
1889,gene,['yfiI'],1,902505,903687,48.90016920473773,BSU_08280
1890,CDS,['yfiI'],1,902505,903687,48.90016920473773,BSU_08280
1891,gene,['linJ'],1,903810,905013,47.381546134663346,BSU_08290
1892,CDS,['linJ'],1,903810,905013,47.381546134663346,BSU_08290
1893,gene,['linK'],1,905009,905672,48.114630467571644,BSU_08300
1894,CDS,['linK'],1,905009,905672,48.114630467571644,BSU_08300
1896,CDS,['bifL'],1,905815,906751,48.18376068376068,BSU_08310
1895,gene,['bifL'],1,905815,906751,48.18376068376068,BSU_08310
1897,gene,['bifM'],1,906763,907954,45.08816120906801,BSU_08320
1898,CDS,['bifM'],1,906763,907954,45.08816120906801,BSU_08320
1899,gene,['bifN'],1,907967,909125,48.01381692573403,BSU_08330
1900,CDS,['bifN'],1,907967,909125,48.01381692573403,BSU_08330
1901,gene,['padR'],-1,909197,909746,46.083788706739526,BSU_08340
1902,CDS,['padR'],-1,909197,909746,46.083788706739526,BSU_08340
1903,gene,['estB'],1,910018,910651,41.07424960505529,BSU_08350
1904,CDS,['estB'],1,910018,910651,41.07424960505529,BSU_08350
1905,gene,['icaC'],1,910839,911928,44.53627180899908,BSU_08360
1906,CDS,['icaC'],1,910839,911928,44.53627180899908,BSU_08360
1907,gene,['yfiR'],-1,911963,912581,44.1747572815534,BSU_08370
1908,CDS,['yfiR'],-1,911963,912581,44.1747572815534,BSU_08370
1909,gene,['yfiS'],-1,912546,913800,47.208931419457734,BSU_08380
1910,CDS,['yfiS'],-1,912546,913800,47.208931419457734,BSU_08380
1912,CDS,['bstA'],1,913923,914460,49.162011173184354,BSU_08390
1911,gene,['bstA'],1,913923,914460,49.162011173184354,BSU_08390
1914,CDS,['yfiU'],-1,914456,916013,49.06872190109184,BSU_08400
1913,gene,['yfiU'],-1,914456,916013,49.06872190109184,BSU_08400
1915,gene,['yfiV'],-1,916123,916606,44.099378881987576,BSU_08410
1916,CDS,['yfiV'],-1,916123,916606,44.099378881987576,BSU_08410
1917,gene,['mprF'],1,916777,919348,46.09101516919487,BSU_08425
1918,CDS,['mprF'],1,916777,919348,46.09101516919487,BSU_08425
1919,gene,['sxzY'],-1,919365,920343,42.02453987730061,BSU_08440
1920,CDS,['sxzY'],-1,919365,920343,42.02453987730061,BSU_08440
1921,gene,['sxzZ'],1,920473,921475,51.29740518962076,BSU_08450
1922,CDS,['sxzZ'],1,920473,921475,51.29740518962076,BSU_08450
1923,gene,['sxzA'],1,921471,922503,48.643410852713174,BSU_08460
1924,CDS,['sxzA'],1,921471,922503,48.643410852713174,BSU_08460
1925,gene,['yfhB'],1,922617,923499,47.16553287981859,BSU_08470
1926,CDS,['yfhB'],1,922617,923499,47.16553287981859,BSU_08470
1927,gene,['yfhC'],1,923586,924171,44.78632478632479,BSU_08480
1928,CDS,['yfhC'],1,923586,924171,44.78632478632479,BSU_08480
1929,gene,['yfhD'],-1,924209,924401,44.79166666666667,BSU_08490
1930,CDS,['yfhD'],-1,924209,924401,44.79166666666667,BSU_08490
1932,CDS,['yfhE'],-1,924467,924578,42.34234234234234,BSU_08500
1931,gene,['yfhE'],-1,924467,924578,42.34234234234234,BSU_08500
1933,gene,['yfhF'],-1,924632,925544,49.45175438596491,BSU_08510
1934,CDS,['yfhF'],-1,924632,925544,49.45175438596491,BSU_08510
1935,gene,['recX'],1,925632,926427,43.27044025157233,BSU_08520
1936,CDS,['recX'],1,925632,926427,43.27044025157233,BSU_08520
1937,gene,['yfhH'],1,926428,926743,43.17460317460318,BSU_08530
1938,CDS,['yfhH'],1,926428,926743,43.17460317460318,BSU_08530
1940,CDS,['yfhI'],1,926885,928079,47.98994974874372,BSU_08540
1939,gene,['yfhI'],1,926885,928079,47.98994974874372,BSU_08540
1941,gene,['sspK'],-1,928111,928264,42.48366013071895,BSU_08550
1942,CDS,['sspK'],-1,928111,928264,42.48366013071895,BSU_08550
1943,gene,['yfhJ'],1,928388,928658,41.11111111111111,BSU_08560
1944,CDS,['yfhJ'],1,928388,928658,41.11111111111111,BSU_08560
1945,gene,['yfhK'],1,928802,929321,44.1233140655106,BSU_08570
1946,CDS,['yfhK'],1,928802,929321,44.1233140655106,BSU_08570
1948,CDS,['spdL'],1,929405,929738,45.34534534534534,BSU_08580
1947,gene,['spdL'],1,929405,929738,45.34534534534534,BSU_08580
1950,CDS,['ephM'],1,929724,930585,47.96747967479675,BSU_08590
1949,gene,['ephM'],1,929724,930585,47.96747967479675,BSU_08590
1951,gene,['csbB'],1,930817,931807,40.60606060606061,BSU_08600
1952,CDS,['csbB'],1,930817,931807,40.60606060606061,BSU_08600
1953,gene,['yfhO'],1,931878,934464,43.31013147718485,BSU_08610
1954,CDS,['yfhO'],1,931878,934464,43.31013147718485,BSU_08610
1955,gene,['yfhP'],-1,934456,935440,45.32520325203252,BSU_08620
1956,CDS,['yfhP'],-1,934456,935440,45.32520325203252,BSU_08620
1957,gene,['mutY'],1,935655,936765,45.765765765765764,BSU_08630
1958,CDS,['mutY'],1,935655,936765,45.765765765765764,BSU_08630
1960,CDS,['yfhS'],-1,936772,936997,44.0,BSU_08640
1959,gene,['yfhS'],-1,936772,936997,44.0,BSU_08640
1961,gene,['fabL'],1,937078,937831,46.34794156706507,BSU_08650
1962,CDS,['fabL'],1,937078,937831,46.34794156706507,BSU_08650
1963,gene,['sspE'],1,937899,938154,41.17647058823529,BSU_08660
1964,CDS,['sspE'],1,937899,938154,41.17647058823529,BSU_08660
1965,gene,['ygaB'],1,938242,938587,44.63768115942029,BSU_08670
1966,CDS,['ygaB'],1,938242,938587,44.63768115942029,BSU_08670
1968,CDS,['ygaC'],1,938730,939261,41.431261770244824,BSU_08680
1967,gene,['ygaC'],1,938730,939261,41.431261770244824,BSU_08680
1969,gene,['ygaD'],1,939348,941091,43.6029833620195,BSU_08690
1970,CDS,['ygaD'],1,939348,941091,43.6029833620195,BSU_08690
1971,gene,['ygaE'],-1,941167,942229,40.86629001883239,BSU_08700
1972,CDS,['ygaE'],-1,941167,942229,40.86629001883239,BSU_08700
1973,gene,['gsaB'],-1,942448,943738,47.36434108527131,BSU_08710
1974,CDS,['gsaB'],-1,942448,943738,47.36434108527131,BSU_08710
1975,gene,['bcp'],1,943890,944364,41.561181434599156,BSU_08720
1976,CDS,['bcp'],1,943890,944364,41.561181434599156,BSU_08720
1977,gene,['perR'],1,944486,944924,45.662100456621005,BSU_08730
1978,CDS,['perR'],1,944486,944924,45.662100456621005,BSU_08730
1979,gene,['ygzB'],-1,944958,945312,37.28813559322034,BSU_08740
1980,CDS,['ygzB'],-1,944958,945312,37.28813559322034,BSU_08740
1981,gene,['ygxA'],1,945519,946404,39.548022598870055,BSU_08750
1982,CDS,['ygxA'],1,945519,946404,39.548022598870055,BSU_08750
1984,rRNA,['rrnD-16S'],1,946695,948250,54.91961414790997,BSU_rRNA_22
1983,gene,['rrnD-16S'],1,946695,948250,54.91961414790997,BSU_rRNA_22
1985,gene,['rrnD-23S'],1,948417,951345,53.893442622950815,BSU_rRNA_17
1986,rRNA,['rrnD-23S'],1,948417,951345,53.893442622950815,BSU_rRNA_17
1987,gene,['rrnD-5S'],1,951456,951572,58.620689655172406,BSU_rRNA_18
1988,rRNA,['rrnD-5S'],1,951456,951572,58.620689655172406,BSU_rRNA_18
1989,gene,['asnTA'],1,951581,951656,56.00000000000001,BSU_tRNA_29
1990,tRNA,['asnTA'],1,951581,951656,56.00000000000001,BSU_tRNA_29
1991,gene,['trnD-Ser'],1,951661,951753,57.608695652173914,BSU_tRNA_30
1992,tRNA,['trnD-Ser'],1,951661,951753,57.608695652173914,BSU_tRNA_30
1993,gene,['trnD-Glu'],1,951787,951859,61.111111111111114,BSU_tRNA_31
1994,tRNA,['trnD-Glu'],1,951787,951859,61.111111111111114,BSU_tRNA_31
1995,gene,['trnD-Val'],1,951868,951944,60.526315789473685,BSU_tRNA_32
1996,tRNA,['trnD-Val'],1,951868,951944,60.526315789473685,BSU_tRNA_32
1997,gene,['trnD-Met'],1,951953,952030,63.63636363636363,BSU_tRNA_33
1998,tRNA,['trnD-Met'],1,951953,952030,63.63636363636363,BSU_tRNA_33
1999,gene,['trnD-Asp'],1,952041,952118,63.63636363636363,BSU_tRNA_34
2000,tRNA,['trnD-Asp'],1,952041,952118,63.63636363636363,BSU_tRNA_34
2002,tRNA,['trnD-Phe'],1,952130,952206,59.210526315789465,BSU_tRNA_35
2001,gene,['trnD-Phe'],1,952130,952206,59.210526315789465,BSU_tRNA_35
2003,gene,['trnD-Thr'],1,952211,952284,52.054794520547944,BSU_tRNA_36
2004,tRNA,['trnD-Thr'],1,952211,952284,52.054794520547944,BSU_tRNA_36
2005,gene,['trnD-Tyr'],1,952306,952391,62.35294117647059,BSU_tRNA_37
2006,tRNA,['trnD-Tyr'],1,952306,952391,62.35294117647059,BSU_tRNA_37
2007,gene,['trnD-Trp'],1,952396,952470,54.054054054054056,BSU_tRNA_38
2008,tRNA,['trnD-Trp'],1,952396,952470,54.054054054054056,BSU_tRNA_38
2010,tRNA,['trnD-His'],1,952494,952570,57.89473684210527,BSU_tRNA_39
2009,gene,['trnD-His'],1,952494,952570,57.89473684210527,BSU_tRNA_39
2011,gene,['trnD-Gln'],1,952579,952651,55.55555555555556,BSU_tRNA_40
2012,tRNA,['trnD-Gln'],1,952579,952651,55.55555555555556,BSU_tRNA_40
2013,gene,['glyTB'],1,952700,952775,60.0,BSU_tRNA_41
2014,tRNA,['glyTB'],1,952700,952775,60.0,BSU_tRNA_41
2015,gene,['cysTA'],1,952780,952851,57.74647887323944,BSU_tRNA_42
2016,tRNA,['cysTA'],1,952780,952851,57.74647887323944,BSU_tRNA_42
2018,tRNA,['leuTA'],1,952858,952947,60.67415730337079,BSU_tRNA_43
2017,gene,['leuTA'],1,952858,952947,60.67415730337079,BSU_tRNA_43
2020,tRNA,['leuTB'],1,953212,953294,60.97560975609756,BSU_tRNA_44
2019,gene,['leuTB'],1,953212,953294,60.97560975609756,BSU_tRNA_44
2021,gene,['spo0M'],-1,953372,954149,45.30244530244531,BSU_08760
2022,CDS,['spo0M'],-1,953372,954149,45.30244530244531,BSU_08760
2023,gene,['ygzA'],1,954290,954494,38.72549019607843,BSU_08770
2024,CDS,['ygzA'],1,954290,954494,38.72549019607843,BSU_08770
2025,gene,['ygzC'],-1,954578,954851,37.72893772893773,BSU_08779
2026,CDS,['ygzC'],-1,954578,954851,37.72893772893773,BSU_08779
2027,gene,['ygaJ'],1,954892,955585,45.887445887445885,BSU_08780
2028,CDS,['ygaJ'],1,954892,955585,45.887445887445885,BSU_08780
2030,misc_RNA,['tswD'],1,955654,955762,50.92592592592593,BSU_misc_RNA_11
2029,gene,['tswD'],1,955654,955762,50.92592592592593,BSU_misc_RNA_11
2031,gene,['thiC'],1,955894,957667,46.192893401015226,BSU_08790
2032,CDS,['thiC'],1,955894,957667,46.192893401015226,BSU_08790
2033,gene,['ygaK'],-1,957704,959060,46.16519174041298,BSU_08800
2034,CDS,['ygaK'],-1,957704,959060,46.16519174041298,BSU_08800
2035,gene,['senS'],1,959310,959508,37.878787878787875,BSU_08810
2036,CDS,['senS'],1,959310,959508,37.878787878787875,BSU_08810
2038,CDS,['katA'],-1,959534,960986,45.59228650137741,BSU_08820
2037,gene,['katA'],-1,959534,960986,45.59228650137741,BSU_08820
2039,gene,['ssuB'],1,961393,962161,47.39583333333333,BSU_08830
2040,CDS,['ssuB'],1,961393,962161,47.39583333333333,BSU_08830
2041,gene,['ssuA'],1,962178,963177,42.64264264264264,BSU_08840
2042,CDS,['ssuA'],1,962178,963177,42.64264264264264,BSU_08840
2043,gene,['ssuC'],1,963173,964004,50.42117930204573,BSU_08850
2044,CDS,['ssuC'],1,963173,964004,50.42117930204573,BSU_08850
2045,gene,['ssuD'],1,964026,965157,50.75154730327144,BSU_08860
2046,CDS,['ssuD'],1,964026,965157,50.75154730327144,BSU_08860
2047,gene,['ygaN'],1,965260,965797,42.08566108007449,BSU_08870
2048,CDS,['ygaN'],1,965260,965797,42.08566108007449,BSU_08870
2049,gene,['rpsNB'],1,965908,966178,47.77777777777778,BSU_08880
2050,CDS,['rpsNB'],1,965908,966178,47.77777777777778,BSU_08880
2051,gene,['ygaO'],-1,966195,966669,44.303797468354425,BSU_08890
2052,CDS,['ygaO'],-1,966195,966669,44.303797468354425,BSU_08890
2054,CDS,['ygzD'],-1,966670,966871,44.27860696517413,BSU_08899
2053,gene,['ygzD'],-1,966670,966871,44.27860696517413,BSU_08899
2055,gene,['trnSL-Gly1'],1,967064,967138,51.35135135135135,BSU_tRNA_82
2056,tRNA,['trnSL-Gly1'],1,967064,967138,51.35135135135135,BSU_tRNA_82
2057,gene,['yhzB'],-1,967228,967852,42.78846153846153,BSU_08900
2058,CDS,['yhzB'],-1,967228,967852,42.78846153846153,BSU_08900
2059,gene,['queG'],1,967934,969095,47.631352282515074,BSU_08910
2060,CDS,['queG'],1,967934,969095,47.631352282515074,BSU_08910
2061,gene,['yhbB'],1,969161,970097,46.15384615384615,BSU_08920
2062,CDS,['yhbB'],1,969161,970097,46.15384615384615,BSU_08920
2063,gene,['trmL'],1,970134,970617,40.993788819875775,BSU_08930
2064,CDS,['trmL'],1,970134,970617,40.993788819875775,BSU_08930
